diag1	share_of_total
K430   	0.00011815023984498689
1562   	0.00011815023984498689
N136   	0.00011815023984498689
78630  	0.00011815023984498689
78959  	0.00011815023984498689
2271   	0.00011815023984498689
L0390  	0.00011815023984498689
55200  	0.00011815023984498689
57431  	0.00011815023984498689
78904  	0.00011815023984498689
1551   	0.00011815023984498689
1912   	0.00011815023984498689
86804  	0.00011815023984498689
2724   	0.00011815023984498689
5771   	0.00011815023984498689
4465   	0.00011815023984498689
I70213 	0.00011815023984498689
53390  	0.00011815023984498689
6256   	0.00011815023984498689
I330   	0.00011815023984498689
29042  	0.00011815023984498689
53649  	0.00011815023984498689
K623   	0.00011815023984498689
4471   	0.00011815023984498689
Z96651 	0.00011815023984498689
V5423  	0.00011815023984498689
33811  	0.00011815023984498689
A4159  	0.00011815023984498689
M84451A	0.00011815023984498689
9222   	0.00011815023984498689
I6350  	0.00011815023984498689
C187   	0.00011815023984498689
72740  	0.00011815023984498689
81240  	0.00011815023984498689
3960   	0.00011815023984498689
E1151  	0.00011815023984498689
9651   	0.00011815023984498689
20283  	0.00011815023984498689
K9422  	0.00011815023984498689
I63312 	0.00011815023984498689
M86171 	0.00011815023984498689
25001  	0.00011815023984498689
V549   	0.00011815023984498689
5569   	0.00011815023984498689
82525  	0.00011815023984498689
C541   	0.00011815023984498689
56949  	0.00011815023984498689
2381   	0.00011815023984498689
9623   	0.00011815023984498689
J181   	0.00011815023984498689
K31811 	0.00011815023984498689
L03113 	0.00011815023984498689
F1123  	0.00011815023984498689
24290  	0.00011815023984498689
80709  	0.00011815023984498689
27702  	0.00011815023984498689
73020  	0.00011815023984498689
25083  	0.00011815023984498689
8910   	0.00011815023984498689
I63411 	0.00011815023984498689
R627   	0.00011815023984498689
J849   	0.00011815023984498689
53290  	0.00011815023984498689
96909  	0.00011815023984498689
27739  	0.00011815023984498689
8911   	0.00011815023984498689
72761  	0.00011815023984498689
I69398 	0.00011815023984498689
K210   	0.00011815023984498689
29664  	0.00011815023984498689
N9989  	0.00011815023984498689
73341  	0.00011815023984498689
29410  	0.00011815023984498689
R1312  	0.00011815023984498689
51909  	0.00011815023984498689
43330  	0.00011815023984498689
5225   	0.00011815023984498689
C19    	0.00011815023984498689
38612  	0.00011815023984498689
9779   	0.00011815023984498689
T8454XA	0.00011815023984498689
1509   	0.00011815023984498689
85222  	0.00011815023984498689
60490  	0.00011815023984498689
85011  	0.00011815023984498689
2312   	0.00011815023984498689
73319  	0.00011815023984498689
72273  	0.00011815023984498689
81241  	0.00011815023984498689
V5415  	0.00011815023984498689
V5332  	0.00011815023984498689
38630  	0.00011815023984498689
4413   	0.00011815023984498689
E8352  	0.00011815023984498689
F3164  	0.00011815023984498689
57510  	0.00011815023984498689
K521   	0.00011815023984498689
48282  	0.00011815023984498689
I82411 	0.00011815023984498689
1532   	0.00011815023984498689
I6200  	0.00011815023984498689
99679  	0.00011815023984498689
71946  	0.00011815023984498689
725    	0.00011815023984498689
53200  	0.00011815023984498689
M5136  	0.00011815023984498689
F10231 	0.00011815023984498689
73017  	0.00011815023984498689
N2889  	0.00011815023984498689
4590   	0.00011815023984498689
33818  	0.00011815023984498689
F333   	0.00011815023984498689
6191   	0.00011815023984498689
1882   	0.00011815023984498689
3330   	0.00011815023984498689
4011   	0.00011815023984498689
262    	0.00011815023984498689
44389  	0.00011815023984498689
4279   	0.00011815023984498689
99739  	0.00011815023984498689
K8012  	0.00011815023984498689
71525  	0.00011815023984498689
L89154 	0.00011815023984498689
M80051A	0.00011815023984498689
9221   	0.00011815023984498689
8730   	0.00011815023984498689
I080   	0.00011815023984498689
7265   	0.00011815023984498689
R188   	0.00011815023984498689
J9690  	0.00011815023984498689
99529  	0.00011815023984498689
9642   	0.000094520191875989508259
7295   	0.000094520191875989508259
K649   	0.000094520191875989508259
K562   	0.000094520191875989508259
K50012 	0.000094520191875989508259
J1000  	0.000094520191875989508259
K440   	0.000094520191875989508259
T8619  	0.000094520191875989508259
K219   	0.000094520191875989508259
99657  	0.000094520191875989508259
3480   	0.000094520191875989508259
K436   	0.000094520191875989508259
V5412  	0.000094520191875989508259
M868X7 	0.000094520191875989508259
F10229 	0.000094520191875989508259
34540  	0.000094520191875989508259
G458   	0.000094520191875989508259
T82857A	0.000094520191875989508259
K3580  	0.000094520191875989508259
7862   	0.000094520191875989508259
20972  	0.000094520191875989508259
38010  	0.000094520191875989508259
7464   	0.000094520191875989508259
2396   	0.000094520191875989508259
I249   	0.000094520191875989508259
41051  	0.000094520191875989508259
5306   	0.000094520191875989508259
R197   	0.000094520191875989508259
2930   	0.000094520191875989508259
K7200  	0.000094520191875989508259
G3183  	0.000094520191875989508259
85181  	0.000094520191875989508259
S7222XA	0.000094520191875989508259
4571   	0.000094520191875989508259
T8611  	0.000094520191875989508259
K5792  	0.000094520191875989508259
1580   	0.000094520191875989508259
4379   	0.000094520191875989508259
S72011D	0.000094520191875989508259
4423   	0.000094520191875989508259
20282  	0.000094520191875989508259
5967   	0.000094520191875989508259
M549   	0.000094520191875989508259
K047   	0.000094520191875989508259
0031   	0.000094520191875989508259
45119  	0.000094520191875989508259
T84032A	0.000094520191875989508259
7231   	0.000094520191875989508259
53501  	0.000094520191875989508259
I222   	0.000094520191875989508259
2967   	0.000094520191875989508259
60784  	0.000094520191875989508259
V4501  	0.000094520191875989508259
4820   	0.000094520191875989508259
K8050  	0.000094520191875989508259
J188   	0.000094520191875989508259
I469   	0.000094520191875989508259
I724   	0.000094520191875989508259
T84021A	0.000094520191875989508259
S72002D	0.000094520191875989508259
4380   	0.000094520191875989508259
T50901A	0.000094520191875989508259
43301  	0.000094520191875989508259
3332   	0.000094520191875989508259
07070  	0.000094520191875989508259
40403  	0.000094520191875989508259
4920   	0.000094520191875989508259
53440  	0.000094520191875989508259
99676  	0.000094520191875989508259
3004   	0.000094520191875989508259
71500  	0.000094520191875989508259
T83511A	0.000094520191875989508259
41031  	0.000094520191875989508259
4568   	0.000094520191875989508259
R270   	0.000094520191875989508259
51882  	0.000094520191875989508259
80708  	0.000094520191875989508259
L7621  	0.000094520191875989508259
J168   	0.000094520191875989508259
C719   	0.000094520191875989508259
5699   	0.000094520191875989508259
44029  	0.000094520191875989508259
T8743  	0.000094520191875989508259
S2242XA	0.000094520191875989508259
R296   	0.000094520191875989508259
80704  	0.000094520191875989508259
J180   	0.000094520191875989508259
4808   	0.000094520191875989508259
72141  	0.000094520191875989508259
Z433   	0.000094520191875989508259
25020  	0.000094520191875989508259
4470   	0.000094520191875989508259
F3160  	0.000094520191875989508259
51889  	0.000094520191875989508259
G7289  	0.000094520191875989508259
58881  	0.000094520191875989508259
K226   	0.000094520191875989508259
99659  	0.000094520191875989508259
87342  	0.000094520191875989508259
M4854XA	0.000094520191875989508259
33829  	0.000094520191875989508259
42612  	0.000094520191875989508259
2273   	0.000094520191875989508259
I743   	0.000094520191875989508259
9658   	0.000094520191875989508259
1124   	0.000094520191875989508259
6821   	0.000094520191875989508259
K550   	0.000094520191875989508259
T424X2A	0.000094520191875989508259
4739   	0.000094520191875989508259
7851   	0.000094520191875989508259
C169   	0.000094520191875989508259
73730  	0.000094520191875989508259
T402X1A	0.000094520191875989508259
27803  	0.000094520191875989508259
S22089A	0.000094520191875989508259
78820  	0.000094520191875989508259
7246   	0.000094520191875989508259
5758   	0.000094520191875989508259
R269   	0.000094520191875989508259
2189   	0.000094520191875989508259
99889  	0.000094520191875989508259
4838   	0.000094520191875989508259
V5411  	0.000094520191875989508259
1974   	0.000094520191875989508259
8448   	0.000094520191875989508259
48882  	0.000094520191875989508259
81220  	0.000094520191875989508259
78451  	0.000094520191875989508259
2971   	0.000094520191875989508259
C7800  	0.000094520191875989508259
V5331  	0.000094520191875989508259
5581   	0.000094520191875989508259
4619   	0.000094520191875989508259
82121  	0.000094520191875989508259
81221  	0.000094520191875989508259
Z4733  	0.000094520191875989508259
G8918  	0.000094520191875989508259
73300  	0.000094520191875989508259
78721  	0.000094520191875989508259
5550   	0.000094520191875989508259
T8453XA	0.000094520191875989508259
J9691  	0.000094520191875989508259
I70222 	0.000094520191875989508259
4940   	0.000094520191875989508259
73008  	0.000094520191875989508259
8020   	0.000094520191875989508259
S72451A	0.000094520191875989508259
85202  	0.000094520191875989508259
2819   	0.000094520191875989508259
82002  	0.000094520191875989508259
61804  	0.000094520191875989508259
K8042  	0.000094520191875989508259
1884   	0.000094520191875989508259
5738   	0.000094520191875989508259
1624   	0.000094520191875989508259
I25111 	0.000094520191875989508259
8058   	0.000094520191875989508259
T82898A	0.000094520191875989508259
2330   	0.000094520191875989508259
C7989  	0.000094520191875989508259
K4030  	0.000094520191875989508259
40290  	0.000094520191875989508259
03844  	0.000094520191875989508259
23872  	0.000094520191875989508259
R040   	0.000094520191875989508259
S42292A	0.000094520191875989508259
S82852A	0.000094520191875989508259
M25551 	0.000094520191875989508259
A414   	0.000094520191875989508259
Z483   	0.000094520191875989508259
Z96642 	0.000094520191875989508259
80700  	0.000094520191875989508259
D469   	0.000094520191875989508259
3501   	0.000094520191875989508259
35781  	0.000094520191875989508259
20502  	0.000094520191875989508259
K560   	0.000094520191875989508259
53789  	0.000094520191875989508259
L02415 	0.000094520191875989508259
73739  	0.000094520191875989508259
4555   	0.000094520191875989508259
1844   	0.000094520191875989508259
5723   	0.000094520191875989508259
S82892D	0.000094520191875989508259
9678   	0.000094520191875989508259
99731  	0.000094520191875989508259
56039  	0.000094520191875989508259
T8484XA	0.000094520191875989508259
G912   	0.000094520191875989508259
R042   	0.000094520191875989508259
I5022  	0.000094520191875989508259
T8489XA	0.000094520191875989508259
S7291XD	0.000094520191875989508259
57430  	0.000094520191875989508259
G40409 	0.000094520191875989508259
I824Z2 	0.000094520191875989508259
8921   	0.000094520191875989508259
59654  	0.000094520191875989508259
F0281  	0.000094520191875989508259
4150   	0.000094520191875989508259
05319  	0.000094520191875989508259
N823   	0.000094520191875989508259
53082  	0.000094520191875989508259
6182   	0.000094520191875989508259
D61810 	0.000094520191875989508259
25200  	0.000094520191875989508259
K439   	0.000094520191875989508259
J40    	0.000094520191875989508259
J101   	0.000094520191875989508259
T8131XA	0.000094520191875989508259
1960   	0.000094520191875989508259
0785   	0.000094520191875989508259
N3090  	0.000094520191875989508259
7249   	0.000070890143906992131194
I82621 	0.000070890143906992131194
J80    	0.000070890143906992131194
F3130  	0.000070890143906992131194
1975   	0.000070890143906992131194
5779   	0.000070890143906992131194
D61818 	0.000070890143906992131194
T84031A	0.000070890143906992131194
C9200  	0.000070890143906992131194
K5090  	0.000070890143906992131194
41092  	0.000070890143906992131194
2752   	0.000070890143906992131194
53089  	0.000070890143906992131194
I63541 	0.000070890143906992131194
82301  	0.000070890143906992131194
53909  	0.000070890143906992131194
N3001  	0.000070890143906992131194
34600  	0.000070890143906992131194
85206  	0.000070890143906992131194
2839   	0.000070890143906992131194
V5482  	0.000070890143906992131194
2409   	0.000070890143906992131194
S32019A	0.000070890143906992131194
F251   	0.000070890143906992131194
34551  	0.000070890143906992131194
71489  	0.000070890143906992131194
23873  	0.000070890143906992131194
F0150  	0.000070890143906992131194
T84063A	0.000070890143906992131194
M4626  	0.000070890143906992131194
5538   	0.000070890143906992131194
2706   	0.000070890143906992131194
1512   	0.000070890143906992131194
I70212 	0.000070890143906992131194
E1122  	0.000070890143906992131194
61183  	0.000070890143906992131194
I614   	0.000070890143906992131194
4510   	0.000070890143906992131194
7842   	0.000070890143906992131194
31234  	0.000070890143906992131194
1809   	0.000070890143906992131194
1914   	0.000070890143906992131194
M80852A	0.000070890143906992131194
78703  	0.000070890143906992131194
48802  	0.000070890143906992131194
E119   	0.000070890143906992131194
5551   	0.000070890143906992131194
5185   	0.000070890143906992131194
V667   	0.000070890143906992131194
V5414  	0.000070890143906992131194
K7469  	0.000070890143906992131194
5180   	0.000070890143906992131194
V4581  	0.000070890143906992131194
179    	0.000070890143906992131194
41405  	0.000070890143906992131194
4539   	0.000070890143906992131194
I083   	0.000070890143906992131194
1991   	0.000070890143906992131194
32382  	0.000070890143906992131194
G454   	0.000070890143906992131194
L03311 	0.000070890143906992131194
M84452A	0.000070890143906992131194
G4089  	0.000070890143906992131194
4162   	0.000070890143906992131194
71616  	0.000070890143906992131194
5529   	0.000070890143906992131194
5539   	0.000070890143906992131194
96502  	0.000070890143906992131194
59689  	0.000070890143906992131194
3313   	0.000070890143906992131194
64881  	0.000070890143906992131194
5772   	0.000070890143906992131194
5264   	0.000070890143906992131194
K420   	0.000070890143906992131194
30928  	0.000070890143906992131194
33520  	0.000070890143906992131194
I63422 	0.000070890143906992131194
5568   	0.000070890143906992131194
1505   	0.000070890143906992131194
G6181  	0.000070890143906992131194
1460   	0.000070890143906992131194
7824   	0.000070890143906992131194
82001  	0.000070890143906992131194
G7001  	0.000070890143906992131194
I63131 	0.000070890143906992131194
20930  	0.000070890143906992131194
73381  	0.000070890143906992131194
K222   	0.000070890143906992131194
44030  	0.000070890143906992131194
59381  	0.000070890143906992131194
L0231  	0.000070890143906992131194
1978   	0.000070890143906992131194
85225  	0.000070890143906992131194
1578   	0.000070890143906992131194
R571   	0.000070890143906992131194
N131   	0.000070890143906992131194
9679   	0.000070890143906992131194
30002  	0.000070890143906992131194
N492   	0.000070890143906992131194
A408   	0.000070890143906992131194
T8451XA	0.000070890143906992131194
L03012 	0.000070890143906992131194
I69959 	0.000070890143906992131194
S32810D	0.000070890143906992131194
25201  	0.000070890143906992131194
S3210XA	0.000070890143906992131194
1611   	0.000070890143906992131194
70713  	0.000070890143906992131194
80126  	0.000070890143906992131194
J9383  	0.000070890143906992131194
B029   	0.000070890143906992131194
5128   	0.000070890143906992131194
1538   	0.000070890143906992131194
3489   	0.000070890143906992131194
K353   	0.000070890143906992131194
D122   	0.000070890143906992131194
K269   	0.000070890143906992131194
8242   	0.000070890143906992131194
56489  	0.000070890143906992131194
53100  	0.000070890143906992131194
I6930  	0.000070890143906992131194
T8781  	0.000070890143906992131194
2762   	0.000070890143906992131194
K259   	0.000070890143906992131194
53989  	0.000070890143906992131194
4588   	0.000070890143906992131194
S0990XA	0.000070890143906992131194
3079   	0.000070890143906992131194
K9423  	0.000070890143906992131194
M960   	0.000070890143906992131194
8026   	0.000070890143906992131194
1548   	0.000070890143906992131194
S065X0D	0.000070890143906992131194
5695   	0.000070890143906992131194
9778   	0.000070890143906992131194
71916  	0.000070890143906992131194
A400   	0.000070890143906992131194
49391  	0.000070890143906992131194
8604   	0.000070890143906992131194
R918   	0.000070890143906992131194
3570   	0.000070890143906992131194
F05    	0.000070890143906992131194
7843   	0.000070890143906992131194
6010   	0.000070890143906992131194
99640  	0.000070890143906992131194
4550   	0.000070890143906992131194
T8452XA	0.000070890143906992131194
S060X0A	0.000070890143906992131194
2979   	0.000070890143906992131194
57471  	0.000070890143906992131194
1410   	0.000070890143906992131194
S066X9A	0.000070890143906992131194
37741  	0.000070890143906992131194
44481  	0.000070890143906992131194
53020  	0.000070890143906992131194
1961   	0.000070890143906992131194
F3163  	0.000070890143906992131194
K913   	0.000070890143906992131194
71589  	0.000070890143906992131194
I63531 	0.000070890143906992131194
M8458XA	0.000070890143906992131194
56982  	0.000070890143906992131194
T796XXA	0.000070890143906992131194
I2692  	0.000070890143906992131194
S82142D	0.000070890143906992131194
K5289  	0.000070890143906992131194
M80052A	0.000070890143906992131194
1572   	0.000070890143906992131194
5934   	0.000070890143906992131194
43331  	0.000070890143906992131194
2230   	0.000070890143906992131194
85186  	0.000070890143906992131194
5373   	0.000070890143906992131194
E8351  	0.000070890143906992131194
F10230 	0.000070890143906992131194
75312  	0.000070890143906992131194
K632   	0.000070890143906992131194
3229   	0.000070890143906992131194
6186   	0.000070890143906992131194
0310   	0.000070890143906992131194
85226  	0.000070890143906992131194
I82413 	0.000070890143906992131194
7062   	0.000070890143906992131194
K2900  	0.000070890143906992131194
K8020  	0.000070890143906992131194
K2211  	0.000070890143906992131194
T8571XA	0.000070890143906992131194
2781   	0.000070890143906992131194
I82402 	0.000070890143906992131194
A403   	0.000070890143906992131194
78033  	0.000070890143906992131194
08881  	0.000070890143906992131194
48881  	0.000070890143906992131194
C184   	0.000070890143906992131194
R0602  	0.000070890143906992131194
M4856XA	0.000070890143906992131194
99609  	0.000070890143906992131194
64843  	0.000070890143906992131194
M4722  	0.000070890143906992131194
I69391 	0.000070890143906992131194
T8744  	0.000070890143906992131194
2903   	0.000070890143906992131194
1972   	0.000070890143906992131194
K2901  	0.000070890143906992131194
29572  	0.000070890143906992131194
42490  	0.000070890143906992131194
I69251 	0.000070890143906992131194
70724  	0.000070890143906992131194
J15212 	0.000070890143906992131194
R0902  	0.000070890143906992131194
V5812  	0.000070890143906992131194
M4804  	0.000070890143906992131194
5941   	0.000070890143906992131194
29622  	0.000070890143906992131194
C782   	0.000070890143906992131194
34541  	0.000070890143906992131194
78760  	0.000070890143906992131194
5733   	0.000070890143906992131194
81381  	0.000070890143906992131194
64841  	0.000070890143906992131194
K598   	0.000070890143906992131194
D696   	0.000070890143906992131194
2303   	0.000070890143906992131194
M4317  	0.000070890143906992131194
78199  	0.000070890143906992131194
25092  	0.000070890143906992131194
55090  	0.000070890143906992131194
55012  	0.000070890143906992131194
I70261 	0.000070890143906992131194
2352   	0.000070890143906992131194
I2609  	0.000070890143906992131194
53340  	0.000070890143906992131194
3963   	0.000070890143906992131194
29663  	0.000070890143906992131194
M4716  	0.000070890143906992131194
56729  	0.000070890143906992131194
41513  	0.000070890143906992131194
80503  	0.000070890143906992131194
T82858A	0.000070890143906992131194
Z48811 	0.000070890143906992131194
53011  	0.000070890143906992131194
38610  	0.000070890143906992131194
70719  	0.000070890143906992131194
6173   	0.000070890143906992131194
M4326  	0.000070890143906992131194
M19071 	0.000070890143906992131194
D351   	0.000070890143906992131194
43884  	0.000070890143906992131194
81202  	0.000070890143906992131194
47819  	0.000070890143906992131194
2181   	0.000070890143906992131194
Z4732  	0.000070890143906992131194
04112  	0.000070890143906992131194
A412   	0.000070890143906992131194
20921  	0.000070890143906992131194
J698   	0.000070890143906992131194
V1251  	0.000070890143906992131194
5600   	0.000070890143906992131194
1561   	0.000070890143906992131194
7905   	0.000070890143906992131194
34500  	0.000070890143906992131194
C50912 	0.000070890143906992131194
78099  	0.000070890143906992131194
T424X1A	0.000070890143906992131194
V4976  	0.000070890143906992131194
V4589  	0.000070890143906992131194
25208  	0.000070890143906992131194
3569   	0.000070890143906992131194
71597  	0.000070890143906992131194
82380  	0.000070890143906992131194
S32010A	0.000070890143906992131194
C3492  	0.000070890143906992131194
N3041  	0.000070890143906992131194
I609   	0.000070890143906992131194
78551  	0.000070890143906992131194
40201  	0.000070890143906992131194
41072  	0.000070890143906992131194
K460   	0.000070890143906992131194
I671   	0.000070890143906992131194
85140  	0.000070890143906992131194
S32592D	0.000070890143906992131194
53784  	0.000070890143906992131194
S065X1A	0.000070890143906992131194
28242  	0.000070890143906992131194
N202   	0.000070890143906992131194
1589   	0.000070890143906992131194
K635   	0.000070890143906992131194
D6832  	0.000070890143906992131194
56941  	0.000070890143906992131194
57401  	0.000070890143906992131194
70710  	0.000070890143906992131194
Z89412 	0.000070890143906992131194
33183  	0.000070890143906992131194
I4901  	0.000070890143906992131194
51919  	0.000070890143906992131194
M4726  	0.000070890143906992131194
43490  	0.000070890143906992131194
7292   	0.000070890143906992131194
44421  	0.000070890143906992131194
1571   	0.000070890143906992131194
51853  	0.000070890143906992131194
N183   	0.000070890143906992131194
2869   	0.000070890143906992131194
K767   	0.000070890143906992131194
V550   	0.000070890143906992131194
3558   	0.000070890143906992131194
2630   	0.000070890143906992131194
1918   	0.000070890143906992131194
33392  	0.000070890143906992131194
F39    	0.000070890143906992131194
7960   	0.000070890143906992131194
I63442 	0.000070890143906992131194
I615   	0.000070890143906992131194
78062  	0.000070890143906992131194
27541  	0.000070890143906992131194
I70268 	0.000070890143906992131194
J151   	0.000070890143906992131194
71906  	0.000070890143906992131194
48230  	0.000070890143906992131194
80121  	0.000070890143906992131194
5718   	0.000070890143906992131194
92411  	0.000070890143906992131194
1537   	0.000070890143906992131194
S32511A	0.000070890143906992131194
42769  	0.000070890143906992131194
53641  	0.000070890143906992131194
42842  	0.000070890143906992131194
M961   	0.000070890143906992131194
M899   	0.000070890143906992131194
78902  	0.000070890143906992131194
K8010  	0.000070890143906992131194
2410   	0.000070890143906992131194
41189  	0.000070890143906992131194
T8132XA	0.000070890143906992131194
99830  	0.000070890143906992131194
R1013  	0.000047260095937994754129
62133  	0.000047260095937994754129
81301  	0.000047260095937994754129
70700  	0.000047260095937994754129
I6789  	0.000047260095937994754129
1543   	0.000047260095937994754129
9950   	0.000047260095937994754129
3129   	0.000047260095937994754129
7101   	0.000047260095937994754129
C3401  	0.000047260095937994754129
61801  	0.000047260095937994754129
S72009D	0.000047260095937994754129
R260   	0.000047260095937994754129
S82851A	0.000047260095937994754129
0940   	0.000047260095937994754129
48241  	0.000047260095937994754129
3659   	0.000047260095937994754129
Z96649 	0.000047260095937994754129
G451   	0.000047260095937994754129
K7460  	0.000047260095937994754129
20400  	0.000047260095937994754129
E870   	0.000047260095937994754129
0091   	0.000047260095937994754129
Z48816 	0.000047260095937994754129
1412   	0.000047260095937994754129
J9611  	0.000047260095937994754129
7906   	0.000047260095937994754129
N2581  	0.000047260095937994754129
S32401D	0.000047260095937994754129
S72145D	0.000047260095937994754129
I864   	0.000047260095937994754129
C159   	0.000047260095937994754129
82030  	0.000047260095937994754129
V561   	0.000047260095937994754129
J8410  	0.000047260095937994754129
K612   	0.000047260095937994754129
S72101A	0.000047260095937994754129
5198   	0.000047260095937994754129
I6359  	0.000047260095937994754129
99791  	0.000047260095937994754129
N764   	0.000047260095937994754129
C250   	0.000047260095937994754129
S32511D	0.000047260095937994754129
7919   	0.000047260095937994754129
J860   	0.000047260095937994754129
44103  	0.000047260095937994754129
C787   	0.000047260095937994754129
B3781  	0.000047260095937994754129
8249   	0.000047260095937994754129
R310   	0.000047260095937994754129
27549  	0.000047260095937994754129
T8459XA	0.000047260095937994754129
7202   	0.000047260095937994754129
9661   	0.000047260095937994754129
99643  	0.000047260095937994754129
4731   	0.000047260095937994754129
E11628 	0.000047260095937994754129
M4186  	0.000047260095937994754129
G720   	0.000047260095937994754129
59969  	0.000047260095937994754129
C494   	0.000047260095937994754129
I5040  	0.000047260095937994754129
E840   	0.000047260095937994754129
25023  	0.000047260095937994754129
M5001  	0.000047260095937994754129
72211  	0.000047260095937994754129
T670XXA	0.000047260095937994754129
5110   	0.000047260095937994754129
S72452A	0.000047260095937994754129
35800  	0.000047260095937994754129
43811  	0.000047260095937994754129
4299   	0.000047260095937994754129
M4800  	0.000047260095937994754129
I82622 	0.000047260095937994754129
71615  	0.000047260095937994754129
80021  	0.000047260095937994754129
S32009D	0.000047260095937994754129
M868X8 	0.000047260095937994754129
C119   	0.000047260095937994754129
D494   	0.000047260095937994754129
K9189  	0.000047260095937994754129
G809   	0.000047260095937994754129
34591  	0.000047260095937994754129
4618   	0.000047260095937994754129
9583   	0.000047260095937994754129
74722  	0.000047260095937994754129
9916   	0.000047260095937994754129
4830   	0.000047260095937994754129
T402X4A	0.000047260095937994754129
4294   	0.000047260095937994754129
25073  	0.000047260095937994754129
72885  	0.000047260095937994754129
H81399 	0.000047260095937994754129
47875  	0.000047260095937994754129
42840  	0.000047260095937994754129
8710   	0.000047260095937994754129
8972   	0.000047260095937994754129
E662   	0.000047260095937994754129
D591   	0.000047260095937994754129
64893  	0.000047260095937994754129
30781  	0.000047260095937994754129
78832  	0.000047260095937994754129
K8500  	0.000047260095937994754129
M5012  	0.000047260095937994754129
L7682  	0.000047260095937994754129
K4020  	0.000047260095937994754129
29383  	0.000047260095937994754129
N9971  	0.000047260095937994754129
K122   	0.000047260095937994754129
37601  	0.000047260095937994754129
65221  	0.000047260095937994754129
3540   	0.000047260095937994754129
71598  	0.000047260095937994754129
M25462 	0.000047260095937994754129
92410  	0.000047260095937994754129
K551   	0.000047260095937994754129
9053   	0.000047260095937994754129
43885  	0.000047260095937994754129
I63532 	0.000047260095937994754129
J14    	0.000047260095937994754129
72401  	0.000047260095937994754129
32723  	0.000047260095937994754129
K5780  	0.000047260095937994754129
20510  	0.000047260095937994754129
04183  	0.000047260095937994754129
N410   	0.000047260095937994754129
2769   	0.000047260095937994754129
C8338  	0.000047260095937994754129
56031  	0.000047260095937994754129
T40601A	0.000047260095937994754129
20288  	0.000047260095937994754129
64271  	0.000047260095937994754129
3682   	0.000047260095937994754129
8247   	0.000047260095937994754129
44031  	0.000047260095937994754129
319    	0.000047260095937994754129
K811   	0.000047260095937994754129
28264  	0.000047260095937994754129
71911  	0.000047260095937994754129
K828   	0.000047260095937994754129
70714  	0.000047260095937994754129
71101  	0.000047260095937994754129
31230  	0.000047260095937994754129
85100  	0.000047260095937994754129
G9389  	0.000047260095937994754129
J939   	0.000047260095937994754129
G373   	0.000047260095937994754129
53561  	0.000047260095937994754129
M4628  	0.000047260095937994754129
M6250  	0.000047260095937994754129
L7622  	0.000047260095937994754129
45989  	0.000047260095937994754129
4536   	0.000047260095937994754129
I613   	0.000047260095937994754129
22802  	0.000047260095937994754129
N200   	0.000047260095937994754129
B372   	0.000047260095937994754129
41012  	0.000047260095937994754129
82320  	0.000047260095937994754129
42610  	0.000047260095937994754129
S32011A	0.000047260095937994754129
S42201D	0.000047260095937994754129
4464   	0.000047260095937994754129
40400  	0.000047260095937994754129
C519   	0.000047260095937994754129
S72111A	0.000047260095937994754129
1529   	0.000047260095937994754129
I6990  	0.000047260095937994754129
48284  	0.000047260095937994754129
61889  	0.000047260095937994754129
M1632  	0.000047260095937994754129
M9701XA	0.000047260095937994754129
2384   	0.000047260095937994754129
S065X7A	0.000047260095937994754129
T17918A	0.000047260095937994754129
F603   	0.000047260095937994754129
F1120  	0.000047260095937994754129
K5721  	0.000047260095937994754129
72251  	0.000047260095937994754129
3942   	0.000047260095937994754129
S22080D	0.000047260095937994754129
K255   	0.000047260095937994754129
45386  	0.000047260095937994754129
8676   	0.000047260095937994754129
T814XXS	0.000047260095937994754129
4408   	0.000047260095937994754129
2254   	0.000047260095937994754129
79311  	0.000047260095937994754129
2395   	0.000047260095937994754129
F19959 	0.000047260095937994754129
I63322 	0.000047260095937994754129
73639  	0.000047260095937994754129
D490   	0.000047260095937994754129
I5181  	0.000047260095937994754129
D693   	0.000047260095937994754129
K8510  	0.000047260095937994754129
T84030A	0.000047260095937994754129
B377   	0.000047260095937994754129
I272   	0.000047260095937994754129
3241   	0.000047260095937994754129
J811   	0.000047260095937994754129
41061  	0.000047260095937994754129
47829  	0.000047260095937994754129
8505   	0.000047260095937994754129
03841  	0.000047260095937994754129
M5126  	0.000047260095937994754129
L03211 	0.000047260095937994754129
S066X1A	0.000047260095937994754129
72939  	0.000047260095937994754129
I493   	0.000047260095937994754129
20198  	0.000047260095937994754129
M9711XA	0.000047260095937994754129
5300   	0.000047260095937994754129
R319   	0.000047260095937994754129
I6201  	0.000047260095937994754129
65801  	0.000047260095937994754129
R54    	0.000047260095937994754129
M25552 	0.000047260095937994754129
71941  	0.000047260095937994754129
1727   	0.000047260095937994754129
K5793  	0.000047260095937994754129
K743   	0.000047260095937994754129
56738  	0.000047260095937994754129
S72144A	0.000047260095937994754129
2111   	0.000047260095937994754129
8028   	0.000047260095937994754129
D471   	0.000047260095937994754129
S72145A	0.000047260095937994754129
R1909  	0.000047260095937994754129
L02611 	0.000047260095937994754129
J45909 	0.000047260095937994754129
25090  	0.000047260095937994754129
I6310  	0.000047260095937994754129
M5002  	0.000047260095937994754129
L02211 	0.000047260095937994754129
541    	0.000047260095937994754129
1808   	0.000047260095937994754129
1982   	0.000047260095937994754129
2281   	0.000047260095937994754129
4878   	0.000047260095937994754129
